id,created_at,favorite_count,retweet_count,text
1376040644594966531,Sun Mar 28 05:17:09 +0000 2021,0,0,@leastImAlive @JustinScerini @Samantha5780015 @DogeCoinAud @AMBASSADORTOUSA @GloryDoge @DogecoinTweet @NatrlStNative @Chuy338 @Ladybug20984667 @coolhandlucy22 @abovewallstreet @golden_greaser @LichfieldWakef4 @MR6_600K @dogemuchwowcoin @TegelerSee @DogecoinGalaxy @sgtesco @helladdict69 @TCMATT0515 @themodern300 @Michael82085135 @Goldiewhoopbur1 @dogetothe_moon @risermaker @dogeofficialceo @DOGELOREAN @apok_knight @WWE @WWECesaro @BeefSupreme1776 @DOGETHREAT @dogecoin_rise @DogecoinRise @TheJayBogart @dogecoin_empire @ANGELAWHITE @poisonouspinups @elonmusk #slimjimdogeparty #dogecoin #dogeparty https://t.co/9l5Qa4t3Mt
1376040652488720384,Sun Mar 28 05:17:11 +0000 2021,0,0,@elonmusk
1376040657748385792,Sun Mar 28 05:17:13 +0000 2021,0,0,RT @elonmusk: Check out our new crane https://t.co/PE4vL6uKcb
1376040661502324737,Sun Mar 28 05:17:13 +0000 2021,0,0,RT @SirMichaelRocks: OLD R*CISTS FROM THE PAST CREATED A SYSTEM THEY COULD JUST LEAVE ON “SELF DRIVING MODE” LIKE A TESLA OR SOME SHIT LOL.
1376040664547295234,Sun Mar 28 05:17:14 +0000 2021,0,0,@elonmusk 😆
1376040666480795649,Sun Mar 28 05:17:15 +0000 2021,0,0,@elonmusk buy @RougeCoin
1376040668460507137,Sun Mar 28 05:17:15 +0000 2021,0,0,@elonmusk Agreed https://t.co/tt1SCSNW8u
1376040672587870209,Sun Mar 28 05:17:16 +0000 2021,0,0,"RT @justinsuntron: Can you have #Defi on @Tesla ? For example, you can drive and earn #TESLA tokens. The more you drive the more you earn!…"
1376040678803664896,Sun Mar 28 05:17:18 +0000 2021,0,0,@cryptattoo @bougeenetwork @elonmusk @RougeCoin Good Luck everyone
1376040678799540228,Sun Mar 28 05:17:18 +0000 2021,0,0,"@elonmusk My sister took my house certificate and then pawned it to the bank and ran away. 
Now we are threatened with being evicted from our own house ..

May God Always Be With You And Providing Happiness To You
Doge: DG8g3GAu6YHb1YgaPt4DmzQXRT5uuUVL3R"
1376040679428661253,Sun Mar 28 05:17:18 +0000 2021,0,0,RT @tweetsoutloud: Heck of a reentry here from a SpaceX rocket
1376040682289201152,Sun Mar 28 05:17:18 +0000 2021,0,0,"RT @DOGE_GOLD_COIN: 🔥DOGE GOLD - $DOGEG 🔥
The next step of decentralized finance
💵Airdrop💵: https://t.co/zrp6vBj05q
📱Telegram📱: https://t.c…"
1376040683513896964,Sun Mar 28 05:17:19 +0000 2021,0,0,RT @davidgokhshtein: it would be cool to see Elon Musk make Tesla accept $DOGE as payment.
1376040686319857668,Sun Mar 28 05:17:19 +0000 2021,0,0,RT @ElectraNation: @elonmusk Defi &amp; @ElectraProtocol #XEP⚡to Mars!! A heavenly match made in outer space!  https://t.co/kgwtGbB9wS
1376040704179245057,Sun Mar 28 05:17:24 +0000 2021,0,0,"Y'all really wishing Elon Musk had an Iron Man suit right now so he could go unstuck the boat in the Suez Canal, aren't ya?"
1376040705643184129,Sun Mar 28 05:17:24 +0000 2021,0,0,@elonmusk High performance energy storage unit https://t.co/IMPRQlalUz
1376040706419003392,Sun Mar 28 05:17:24 +0000 2021,0,0,"RT @cryptattoo: $100 GIVEAWAY 💸

I'll give $50 to one person. Must retweet this tweet and follow @bougeenetwork

BONUS of $50 if you tweet…"
1376040708029575174,Sun Mar 28 05:17:25 +0000 2021,0,0,Elon musk is oscillating between richest and second richest in the world and here I don't know whether i should bath or not .
